Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Gm24123,chrX,93164901,93164984,+,1865012,467739,0.86980574,1.0
BC061195,chrX,93183226,93183946,+,1846050,448777,-0.459602936,1.0
Gm23454,chrX,93251473,93251606,+,1778390,381117,1.0,1.0
Arx,chrX,93286444,93298357,+,1731639,334366,-0.821045407,1.0
Gm23557,chrX,93573730,93573868,-,1456128,58855,-1.730531668,1.0
Gm6985,chrX,93638613,93638884,+,1391112,-5853,0.117469675,1.0
Supt20-ps,chrX,93920294,93921962,-,1108034,256338,-0.459602936,1.0
Gm15164,chrX,93931560,93931831,+,1098165,246469,1.0,1.0
AU015836,chrX,93968658,93975470,+,1054526,202830,0.651061793,1.0
Gm14790,chrX,93981068,93982469,-,1047527,195831,1.0,1.0
Gm15165,chrX,93988317,93988819,-,1041177,189481,0.766674486,1.0
Gm6987,chrX,94023859,94024626,+,1005370,153674,0.874627978,1.0
Gm14826,chrX,94317559,94318460,-,711536,-104468,0.860291431,1.0
Gm14825,chrX,94330970,94331671,+,698325,-117879,1.0,1.0
AL646049.1,chrX,94339902,94364570,-,665426,-126811,1.913138998,1.0
Fam90a1b,chrX,94355052,94366777,-,663219,-141961,-1.001243676,1.0
Gm44477,chrX,94394817,94394927,-,635069,-181726,1.003222185,1.0
Gm9003,chrX,94422677,94423295,-,606701,-209586,-1.592746797,1.0
AL627302.1,chrX,94454309,94460139,-,569857,-241218,0.343673955,1.0
Gm24595,chrX,94455009,94455119,-,574877,-241918,1.0,1.0
Gm9005,chrX,94546962,94547569,-,482427,-333871,-0.459602936,1.0
Gm14831,chrX,94557340,94557749,+,472247,-344249,1.0,1.0
Gm5401,chrX,94608218,94608696,-,421300,-395127,1.0,1.0
Gm5402,chrX,94671502,94673120,-,356876,357054,-0.191260409,1.0
Spin4,chrX,95022509,95026682,-,3314,3492,-1.424272344,1.0
Gm6092,chrX,95209772,95211801,-,-179760,-179585,2.578237116,1.0
Gm14807,chrX,95252915,95253898,-,-222903,-222728,1.0,1.0
Gm3712,chrX,95319818,95321889,-,-289806,-289631,-0.459602936,1.0
Gm14806,chrX,95380370,95382480,-,-350358,-350183,0.117469675,1.0
Asb12,chrX,95470200,95557987,-,-440188,399186,1.012453745,1.0
Pfn5,chrX,95558103,95558803,+,-528091,398370,0.117469675,1.0
Gm9043,chrX,95629831,95630366,+,-599819,326807,0.117469675,1.0
1700010D01Rik,chrX,95732585,95733265,-,-702573,223908,-0.742419777,1.0
Gm14925,chrX,96194050,96194488,+,-1164038,-63232,0.117469675,1.0
Gm9051,chrX,96224307,96225727,-,-1194295,-93489,1.0,1.0
Mir223,chrX,96242816,96242926,+,-1212804,-111998,1.0,1.0
Vsig4,chrX,96247202,96293438,-,-1217190,-116384,0.189601875,1.0
Hsf3,chrX,96306177,96456294,-,-1276165,-175359,1.158341852,1.0
Gm14933,chrX,96358703,96359681,-,-1328691,-227885,1.0,1.0
Heph,chrX,96455358,96574485,+,-1425346,-324540,-1.27603844,1.0
Gm14935,chrX,96548628,96550336,+,-1518616,-417810,1.0,1.0
Gpr165,chrX,96713440,96719388,+,-1683428,-582622,-2.170684921,1.0
Gm14803,chrX,96934689,96935224,-,-1904677,559250,1.0,1.0
Gm9059,chrX,96966256,96966648,-,-1936244,527826,0.117469675,1.0
Gm9060,chrX,97047706,97048511,-,-2017694,445963,1.0,1.0
Pgr15l,chrX,97072595,97082104,+,-2042583,412370,1.415427054,1.0
Gm14800,chrX,97161654,97162926,-,-2131642,331548,1.0,1.0
Eda2r,chrX,97333839,97377216,-,-2303827,117258,-1.13780754,1.0
Gm9062,chrX,97826378,97827105,+,-2796366,-331737,1.0,1.0
Gm14802,chrX,98040374,98042259,+,-3010362,217788,0.117469675,1.0
Gm14811,chrX,98483789,98483906,+,-3453777,-217512,1.0,1.0
Gm14815,chrX,98513899,98514387,-,-3483887,-247622,1.0,1.0
Gm14810,chrX,98544396,98544882,-,-3514384,-278119,1.0,1.0
Ophn1,chrX,98554276,98891025,-,-3524264,-287999,0.840893591,1.0
Gm27554,chrX,98727314,98727412,-,-3697302,-461037,1.0,1.0
Gm26000,chrX,98814774,98814881,+,-3784762,-548497,1.0,1.0
Gm14813,chrX,98962083,98962478,-,-3932071,508394,1.0,1.0
Gm5760,chrX,99081400,99082402,-,-4051388,388470,1.0,1.0
Gm14812,chrX,99405330,99443797,-,4148949,27075,0.675380894,1.0
Gm14809,chrX,99409570,99418895,-,4173851,51977,1.158341852,1.0
Gm14808,chrX,99459024,99460753,+,4131993,10119,1.292979474,1.0
Gm14816,chrX,99687480,99687774,-,3904972,-216464,1.0,1.0
Pcna-ps1,chrX,99796470,99797663,+,3795083,-325454,1.0,1.0
Tmem28,chrX,99821020,99848790,+,3743956,-350004,-0.835800291,1.0
Eda,chrX,99975605,100400762,+,3191984,-504589,1.616615867,1.0
Gm14832,chrX,100156634,100156956,+,3435790,-685618,1.0,1.0
Gm14829,chrX,100329691,100330829,+,3261917,832781,0.766674486,1.0
Gm14828,chrX,100337513,100338668,+,3254078,824942,-0.459602936,1.0
Mir676,chrX,100381096,100381185,+,3211561,782425,0.766674486,1.0
Otud6a,chrX,100429012,100429885,+,3162861,733725,0.424770323,1.0
Dgat2l6,chrX,100524837,100546144,+,3046602,617466,-1.561944604,1.0
Awat1,chrX,100572250,100578205,+,3014541,585405,-0.754793802,1.0
Gm6175,chrX,100585008,100585408,+,3007338,578202,-0.204992095,1.0
P2ry4,chrX,100590153,100594869,-,2997877,568741,1.597940244,1.0
Arr3,chrX,100605496,100618493,+,2974253,545117,0.370289495,1.0
Gdpd2,chrX,100729872,100738895,+,2853851,424715,1.161822183,1.0
Gm14866,chrX,100736982,100740929,-,2851817,422681,0.766674486,1.0
Gm14902,chrX,100741092,100749421,+,2843325,414189,0.117469675,1.0
Gm22160,chrX,100749420,100749748,+,2842998,413862,1.0,1.0
Gm24577,chrX,101005820,101005883,+,2586863,157727,1.0,1.0
Gm27510,chrX,101005895,101005959,+,2586787,157651,1.0,1.0
Gm14901,chrX,101059009,101059292,+,2533454,104318,1.0,1.0
Gm24061,chrX,101141432,101141552,-,2451194,22058,0.576553374,1.0
Gm14842,chrX,101237992,101238261,+,2354485,-15068,1.0,1.0
Gm22472,chrX,101242737,101242871,+,2349875,11347,-0.17106663,1.0
Gjb1,chrX,101376377,101385629,+,2207117,-7309,-1.768789378,1.0
Gm14843,chrX,101479347,101479559,+,2113187,-110279,0.052426197,1.0
Gm6184,chrX,101518984,101520245,+,2072501,119550,-0.17106663,1.0
Gm50476,chrX,101707019,101727258,+,1865488,0,-0.106319629,1.0
Gm9089,chrX,101709035,101709561,-,1883185,3280,0.238932424,1.0
Gm9095,chrX,101787765,101788646,+,1804100,-74889,0.117469675,1.0
Gm4779,chrX,101790052,101794423,-,1798323,-77176,-0.295116256,1.0
8030474K03Rik,chrX,101794655,101798642,+,1794104,-81779,-1.680586366,1.0
Gm9097,chrX,101800410,101801290,-,1791456,-87534,-0.961952243,1.0
AL805980.1,chrX,101818183,101821977,-,1770769,-105307,0.290921912,1.0
Gm25828,chrX,101912629,101912724,-,1680022,41718,1.0,1.0
Gm27843,chrX,102013048,102013152,-,1579594,-58594,1.0,1.0
Gm5125,chrX,102106602,102107226,-,1485520,-152148,0.117469675,1.0
Gm16471,chrX,102138612,102139230,+,1453516,-184158,-0.019983894,1.0
Gm9103,chrX,102178193,102178657,-,1414089,-223739,-0.098934431,1.0
Gm14859,chrX,102208401,102208758,+,1383988,-253947,-0.17106663,1.0
Cited1,chrX,102247380,102252181,-,1340565,252328,-0.836899055,1.0
Gm26318,chrX,102255429,102255525,-,1337221,248984,0.766674486,1.0
Gm9109,chrX,102655658,102657063,+,935683,-150168,0.117469675,1.0
Gm14840,chrX,102657740,102658334,-,934412,-152250,0.117469675,1.0
Gm3880,chrX,102686291,102686972,-,905774,-180801,-0.459602936,1.0
Gm9112,chrX,102706889,102707635,-,885111,-201399,1.0,1.0
Dmrtc1b,chrX,102707864,102715209,+,877537,-202374,-1.321709511,1.0
Gm14839,chrX,102735985,102738618,+,854128,-230495,0.117469675,1.0
Gm4234,chrX,102754780,102757471,+,835275,-249290,-0.17106663,1.0
Gm9119,chrX,102777737,102779484,+,813262,-272247,0.117469675,1.0
Gm5166,chrX,102794297,102796833,+,795913,-288807,0.478138181,1.0
Gm25358,chrX,102801183,102801284,+,791462,-295693,1.0,1.0
Dmrtc1c1,chrX,102802962,102809942,+,782804,-297472,-0.74427501,1.0
Gm9126,chrX,102818361,102820074,+,772672,-312871,0.766674486,1.0
Gm16511,chrX,102830949,102833804,+,758942,-325459,1.158341852,1.0
Gm24509,chrX,102838154,102838255,+,754491,-332664,1.0,1.0
Dmrtc1c2,chrX,102847638,102854616,-,738130,-342148,-0.383747091,1.0
Gm26152,chrX,102856290,102856391,-,736355,-350800,0.766674486,1.0
1700031F05Rik,chrX,102859185,102867971,-,724775,-353695,-1.395230379,1.0
Gm9133,chrX,102880528,102882254,-,710492,-375038,-0.459602936,1.0
Dmrtc1a,chrX,102903215,102908687,-,684059,-397725,-0.713325403,1.0
1700011M02Rik,chrX,102908904,102909651,+,683095,-403414,1.0,1.0
Gm14841,chrX,102979887,102980645,+,612101,-474397,-0.755102921,1.0
Gm14837,chrX,102998039,102998245,-,594501,-492549,1.0,1.0
Gm21998,chrX,103003723,103005031,-,587715,-498233,1.0,1.0
Pabpc1l2b-ps,chrX,103013697,103014387,+,578359,-508207,-0.459602936,1.0
Gm9143,chrX,103037623,103038368,+,554378,-532133,-0.345514749,1.0
Pabpc1l2a-ps,chrX,103066667,103067180,-,525566,525456,1.0,1.0
Gm3928,chrX,103075918,103077225,+,515521,515411,1.0,1.0
Gm14838,chrX,103083002,103083250,+,509496,509386,1.0,1.0
Nap1l2,chrX,103184175,103186640,-,406106,405996,-0.459602936,1.0
Gm9050,chrX,103227704,103228152,+,364594,364484,1.0,1.0
Gm14847,chrX,103236124,103236643,+,356103,355993,0.117469675,1.0
Gm14848,chrX,103299109,103299974,+,292772,292662,1.0,1.0
Gm3931,chrX,103319110,103319565,+,273181,273071,-0.17106663,1.0
Cdx4,chrX,103321397,103330592,+,262154,262044,0.189601875,1.0
Gm9516,chrX,103336829,103337253,+,255493,255383,-0.874050343,1.0
Gm26952,chrX,103381956,103383169,-,209577,209467,-1.091620492,1.0
Rps12-ps1,chrX,103489516,103489917,+,102829,102719,1.842804236,1.0
Mir374b,chrX,103573059,103573154,-,19592,19482,1.28984693,1.0
Mir374c,chrX,103573084,103573133,+,19613,19503,1.0,1.0
Gm27798,chrX,103595937,103596008,+,-3175,-3049,0.402784499,1.0
Gm27987,chrX,103605224,103605317,+,-12462,10882,-0.45495812,1.0
Gm27285,chrX,103606322,103606449,+,-13560,9750,-0.255247999,1.0
Zcchc13,chrX,103630585,103631670,+,-37823,-13914,0.117469675,1.0
Gm14874,chrX,103643554,103644727,-,-50792,-26883,1.069372747,1.0
Gm14875,chrX,103680576,103680895,+,-87814,-63905,1.0,1.0
Gm3943,chrX,103684614,103685332,+,-91852,-67943,-0.713325403,1.0
Gm37956,chrX,103771645,103773655,-,-178883,-154974,1.158341852,1.0
Gm14893,chrX,103778692,103779000,+,-185930,-162021,1.0,1.0
Gm9164,chrX,103887598,103888612,-,-294836,-270927,0.766674486,1.0
Gm9166,chrX,103925535,103926984,-,-332773,-308864,-1.297570125,1.0
Gm14892,chrX,104001065,104001337,-,-408303,-384394,-1.082310442,1.0
Gm23378,chrX,104001372,104001479,-,-408610,-384701,1.0,1.0
Gm22266,chrX,104070188,104070326,-,411484,343773,1.0,1.0
Gm24993,chrX,104076970,104077061,+,404749,337038,1.0,1.0
Mir672,chrX,104116174,104116274,-,365536,297825,1.0,1.0
Gm6238,chrX,104382041,104382506,-,99304,31593,-0.10285925,1.0
Gm22430,chrX,104616864,104616971,+,-135038,-134974,0.576705113,1.0
Gm14822,chrX,104746481,104746772,+,200049,200056,-1.097273856,1.0
1700121L16Rik,chrX,104816775,104842455,+,104366,104373,1.0,1.0
Gm22090,chrX,105020267,105020378,-,49950,49683,0.478138181,1.0
E530001F21Rik,chrX,105164631,105165361,-,-85009,-94033,0.766674486,1.0
Gm14824,chrX,105327738,105328475,-,-248116,-257140,1.0,1.0
Mir384,chrX,105344281,105344369,-,-264659,-273683,1.0,1.0
5330434G04Rik,chrX,105348281,105391776,-,-268659,-277683,-0.902034851,1.0
Mir325,chrX,105379081,105379179,-,-299459,-308483,1.0,1.0
Rab9b-ps1,chrX,105482097,105482703,+,319007,319012,1.42407764,1.0
Cypt2,chrX,105499771,105500639,+,301071,301076,1.0,1.0
Gm14823,chrX,105567900,105568138,-,233572,233577,1.0,1.0
Gm14855,chrX,105688023,105688215,+,113495,113500,1.0,1.0
Gm14854,chrX,105706965,105707806,+,93904,93909,0.117469675,1.0
Gm23656,chrX,105873823,105873935,+,-72097,52700,1.123704076,1.0
Gm14856,chrX,106176313,106176926,+,-374587,-149294,-0.17106663,1.0
Gm14852,chrX,106270510,106273738,-,-468784,-243491,1.0,1.0
Gm5133,chrX,106306380,106309725,-,-504654,-279361,0.117469675,1.0
Mir6382,chrX,106309825,106309935,+,-508099,-282806,1.0,1.0
Gm14876,chrX,106337589,106341715,-,-535863,-310570,0.117469675,1.0
Gm6325,chrX,106360455,106384071,-,537163,-333436,-0.211326612,1.0
Gm27428,chrX,106426056,106426166,+,495068,308426,1.0,1.0
Gm14877,chrX,106611902,106612775,+,308459,121817,1.0,1.0
Gm14878,chrX,106612100,106612393,+,308841,122199,1.0,1.0
Gm14879,chrX,106632796,106633303,-,287931,101289,0.620901391,1.0
Gm24491,chrX,106649912,106650019,-,271215,84573,-0.459602936,1.0
Gm22102,chrX,106697077,106697198,+,224036,37394,1.706425815,1.0
Gm14882,chrX,106755332,106755550,+,165684,-20720,1.0,1.0
Gm14881,chrX,106755735,106756141,+,165093,-21123,1.0,1.0
Gm14880,chrX,106821939,106822231,+,99003,-87327,1.564691516,1.0
Rtl3,chrX,106837081,106840644,-,80590,80513,2.255495888,1.0
Lpar4,chrX,106920624,106933900,+,0,0,1.0,1.0
Gm14836,chrX,107233329,107233800,+,3019,966,0.117469675,1.0
Gm14833,chrX,107344585,107345612,+,-107750,-18221,-1.050035119,1.0
Gm14835,chrX,107405893,107406208,-,-169058,11403,1.362279341,1.0
4933401B06Rik,chrX,107542581,107543800,+,272308,-120937,-0.17106663,1.0
Tbx22,chrX,107667963,107688978,+,127130,-246319,-0.49936703,1.0
Tent5d,chrX,107792589,107872909,+,0,246274,1.642028682,1.0
Gm732,chrX,107945734,107948465,-,-129610,170718,-2.51406243,1.0
Gm14849,chrX,108060303,108065130,+,-244179,54053,0.478138181,1.0
Gm378,chrX,108405687,108406768,+,-589563,130400,-0.199203484,1.0
Gm9218,chrX,108446388,108449268,+,-630264,87900,-0.545890797,1.0
Gm379,chrX,108544502,108664891,-,-728378,-7320,-0.52764711,1.0
Gm14870,chrX,108893495,108893651,+,-1077371,36096,0.581269628,1.0
5730416F02Rik,chrX,109001484,109002296,+,-1185360,10490,1.162592293,1.0
Gm25797,chrX,109023355,109023462,-,-1207231,-10191,1.0,1.0
Gm14868,chrX,109280184,109280400,-,-1464060,-165946,1.0,1.0
Gm4991,chrX,109910220,109911772,+,-2094096,611014,-0.335702704,1.0
Gm7134,chrX,110372752,110375158,+,-2556628,147628,-1.805570967,1.0
Gm9225,chrX,110539336,110540480,+,-2723212,-16464,-0.5680894,1.0
Gm14886,chrX,110604496,110607125,+,-2788372,-81624,1.069372747,1.0
Gm26108,chrX,110622831,110623022,-,-2806707,-99959,-0.17106663,1.0
Gm44593,chrX,110634585,110812324,-,-2818461,72244,0.117469675,1.0
Pou3f4,chrX,110814279,110817207,+,-2998155,67361,-0.17106663,1.0
Cylc1,chrX,111110417,111125854,+,-3294293,-225813,0.478138181,1.0
Gm10112,chrX,111168340,111168689,+,-3352216,-283736,1.0,1.0
Rps6ka6,chrX,111388191,111537959,-,-3572067,-503587,0.02347016,1.0
Hdx,chrX,111569930,111697079,-,-3753806,587830,1.961394697,1.0
Gm7340,chrX,111571698,111574450,+,-3755574,-687094,0.189601875,1.0
Gm14898,chrX,111830620,111831265,+,-4014496,453644,0.766674486,1.0
Gm14899,chrX,111860627,111861175,+,-4044503,423734,1.0,1.0
Gm45194,chrX,111891388,112240590,+,-4075264,44319,-0.459602936,1.0
Tex16,chrX,112011006,112127326,+,-4194882,157583,1.0,1.0
Gm14900,chrX,112012719,112013452,+,-4196595,271457,-0.17106663,1.0
4933403O08Rik,chrX,112239048,112243852,+,-4422924,41057,0.478138181,1.0
Gm5393,chrX,112302195,112302467,+,-4486071,9253,-0.459602936,1.0
Satl1,chrX,112384302,112406779,-,-4568178,-72539,1.36810384,1.0
Gm14908,chrX,112464860,112466625,+,-4648736,-153097,1.0,1.0
2010106E10Rik,chrX,112495273,112558343,+,-4679149,-183510,1.0,1.0
Zfp711,chrX,112600525,112635070,+,-4784401,-288762,-0.775852201,1.0
Pof1b,chrX,112638430,112698651,-,-4822306,-326667,0.766674486,1.0
Gm14921,chrX,112660520,112661428,-,-4844396,-348757,1.0,1.0
Gm14922,chrX,112773952,112774115,-,-4957828,-462189,1.0,1.0
Gm14923,chrX,112774103,112775727,+,-4957979,-462340,1.0,1.0
Gm6427,chrX,112791141,112792120,+,-4975017,455305,1.0,1.0
Gm6429,chrX,112822221,112822696,-,-5006097,424729,0.117469675,1.0
Gm14937,chrX,112958618,112958826,+,-5142494,288599,1.0,1.0
Gm14938,chrX,112967088,112968031,+,-5150964,279394,1.0,1.0
Gm14936,chrX,112980863,113009754,-,-5164739,237671,0.117469675,1.0
Gm14939,chrX,113034192,113035654,-,-5218068,211771,-0.459602936,1.0
Gm7405,chrX,113225540,113227320,-,5174665,20105,-0.770532639,1.0
Gm24831,chrX,113332099,113332225,-,5069760,-84588,0.766674486,1.0
Gm23985,chrX,113878330,113878454,-,4523531,-10101,1.0,1.0
Gm4915,chrX,114021996,114023565,+,4378420,-64265,-0.459602936,1.0
Gm14896,chrX,114036526,114037877,+,4364108,-78795,0.766674486,1.0
Gm7416,chrX,114052510,114054304,-,4347681,-94779,1.0,1.0
Gm7146,chrX,114198014,114198753,+,4203232,-240283,1.292121833,1.0
Gm14895,chrX,114490419,114491780,+,3910205,42722,0.478138181,1.0
Gm14894,chrX,114662196,114662466,+,3739519,-127674,1.0,1.0
Gm5942,chrX,114774318,114774757,-,3627228,-239796,1.256192956,1.0
Gm14897,chrX,114857886,114858093,+,3543892,-323364,1.0,1.0
Ube2dnl1,chrX,114905011,114905941,+,3496044,-370489,-0.459602936,1.0
Ube2dnl2,chrX,114907581,114908510,+,3493475,-373059,-0.459602936,1.0
4930555B12Rik,chrX,114926988,114928600,+,3473385,-392466,1.0,1.0
Gm4914,chrX,114948912,114949371,+,3452614,-414390,1.0,1.0
Gm14905,chrX,115280376,115283443,-,3118542,-745854,1.0,1.0
Gm25366,chrX,115373840,115373964,-,3028021,-839318,1.0,1.0
Gm27414,chrX,115398814,115399195,+,3002790,-864292,1.0,1.0
Gm6461,chrX,115443398,115444031,-,2957954,-908876,0.117469675,1.0
Gm14903,chrX,115574817,115581585,+,2820400,-1040295,1.0,1.0
Gm14906,chrX,115682135,115682525,+,2719460,1103553,0.117469675,1.0
Gm14907,chrX,115808536,115809390,+,2592595,976688,1.0,1.0
Gm24683,chrX,116123899,116123987,+,2277998,662091,1.0,1.0
Gm14904,chrX,116198188,116198523,+,2203462,587555,1.0,1.0
Gm24624,chrX,116345731,116345895,+,2056090,440183,1.0,1.0
Cpxcr1,chrX,116448943,116478783,+,1923202,307295,0.766674486,1.0
H2ab2,chrX,116681177,116681525,+,1720460,104553,1.0,1.0
Gm24438,chrX,116748841,116748956,+,1653029,37122,1.0,1.0
Gm16373,chrX,116886880,116887183,+,1514802,-100578,1.0,1.0
Gm14919,chrX,116896950,116897340,+,1504645,-110648,1.0,1.0
H2ab1,chrX,117014756,117015104,+,1386881,-228454,1.0,1.0
Gm14918,chrX,117310240,117310508,-,1091477,-523938,1.0,1.0
Gm14913,chrX,117417743,117418836,-,983149,-631441,1.0,1.0
Gm6491,chrX,117525211,117526905,+,875080,-738909,1.105633917,1.0
Gm28579,chrX,117534545,117534914,+,867071,-748243,1.0,1.0
Gm14911,chrX,117663893,117664882,-,737103,736874,1.0,1.0
Gm14914,chrX,117706497,117708528,+,693457,693228,1.0,1.0
Gm14917,chrX,117870535,117872640,-,529345,529116,-1.428828102,1.0
Gm6500,chrX,117886440,117886891,-,515094,514865,1.0,1.0
Gm14916,chrX,117887018,117887222,-,514763,514534,1.0,1.0
Gm14912,chrX,117888112,117889885,-,512100,511871,1.0,1.0
Gm14915,chrX,117902936,117903140,-,498845,498616,1.14663187,1.0
Gm14909,chrX,118121021,118121372,-,280613,280384,-0.459602936,1.0
Gm14910,chrX,118231182,118232987,-,168998,168769,1.298835543,1.0
Tgif2lx2,chrX,118427226,118428256,+,-25225,-25267,-0.17106663,1.0
Tgif2lx1,chrX,118479707,118480737,-,-77706,-77748,-0.17106663,1.0
Gm7485,chrX,118697794,118698903,-,-295793,-295835,1.0,1.0
Gm14926,chrX,119413251,119413989,+,-1011250,-1011292,1.0,1.0
Gm26182,chrX,119526543,119526659,-,-1124542,944668,-0.17106663,1.0
Gm14929,chrX,119747625,119749677,-,-1345624,721650,0.189600508,1.0
Pabpc5,chrX,119927195,119930165,+,-1525194,541162,-0.459602936,1.0
Gm4913,chrX,119966283,119967573,+,-1564282,503754,-0.459602936,1.0
Gm16420,chrX,120114973,120115829,+,-1712972,355498,-0.707698948,1.0
Gm5863,chrX,120160709,120161717,+,-1758708,309610,0.117469675,1.0
Gm14928,chrX,120178938,120179415,+,-1776937,291912,0.478138181,1.0
Pcdh11x,chrX,120290258,120910619,+,-1888257,0,1.037991022,1.0
H2ab3,chrX,120312747,120313095,-,-1910746,158232,0.766674486,1.0
Gm14931,chrX,120345361,120345614,-,-1943360,125713,1.0,1.0
Gm14927,chrX,120371211,120371665,+,-1969210,99662,1.0,1.0
Gm14930,chrX,120442034,120442686,-,-2040033,28641,1.0,1.0
Gm4993,chrX,120957710,120958884,+,-2555709,410737,1.0,1.0
Gm22590,chrX,121011834,121011962,+,-2609833,357659,1.0,1.0
Gm5394,chrX,121177007,121177982,-,-2775006,191639,1.0,1.0
Gm25825,chrX,121308216,121308340,-,-2906215,61281,0.478138181,1.0
Gm14932,chrX,121416142,121416789,+,-3014141,-46504,1.0,1.0
Gm23277,chrX,121712088,121712224,+,-3310087,252979,2.201881065,1.0
Gm14943,chrX,121816926,121819838,+,-3414925,145365,1.299956026,1.0
Gm14945,chrX,121893423,121894541,+,-3491422,70662,1.0,1.0
Gm24783,chrX,121914559,121914659,+,-3512558,50544,1.0,1.0
Gm14946,chrX,122219849,122220145,-,-3817848,-254629,1.0,1.0
Gm14942,chrX,122347612,122347948,+,-3945611,-382392,1.0,1.0
Gm14947,chrX,122452367,122452670,+,-4050366,-487147,0.117469675,1.0
Gm14940,chrX,122768868,122769597,+,-4366867,-803648,1.0,1.0
Gm17521,chrX,123029177,123029675,-,-4627176,-1063957,-1.290801723,1.0
Astx6,chrX,123210419,123213303,-,-4808418,-1245199,1.0,1.0
Srsx,chrX,123221398,123222481,-,-4819397,-1256178,1.0,1.0
Gm17577,chrX,123246415,123246913,-,-4844414,-1281195,0.117469675,1.0
Rps12-ps21,chrX,123285043,123285445,+,-4883042,-1319823,1.0,1.0
Astx2,chrX,123449003,123451890,-,-5047002,-1483783,0.766674486,1.0
Gm17412,chrX,123483316,123483814,-,-5081315,-1518096,0.117469675,1.0
Gm14950,chrX,123664061,123666949,-,-5262060,-1698841,1.158341852,1.0
Gm17467,chrX,123704299,123704797,-,-5302298,-1739079,0.117469675,1.0
Cldn34c3,chrX,123793664,123813803,+,-5391663,-1828444,1.0,1.0
Astx5,chrX,123890521,123893407,-,-5488520,-1925301,0.478138181,1.0
Gm5945,chrX,124015996,124041521,+,-5613995,-2050776,0.478138181,1.0
Vmn2r121,chrX,124124960,124135952,-,-5722959,-2159740,0.576800729,1.0
Rps12-ps6,chrX,124349724,124350123,-,-5947723,2240475,1.0,1.0
Astx1a,chrX,124407641,124410527,+,-6005640,2180071,1.0,1.0
Rps12-ps11,chrX,124469958,124470357,-,-6067957,2120241,1.0,1.0
Gm17584,chrX,124500556,124501084,+,-6098555,2089514,0.117469675,1.0
Astx4a,chrX,124530161,124533047,+,-6128160,2057551,-0.17106663,1.0
Rps12-ps12,chrX,124599363,124599762,-,-6197362,1990836,1.0,1.0
Gm17469,chrX,124629886,124630414,+,-6227885,1960184,0.117469675,1.0
Astx4b,chrX,124659499,124662385,+,-6257498,1928213,-0.17106663,1.0
Rps12-ps18,chrX,124855728,124856127,-,-6453727,1734471,1.0,1.0
Gm50465,chrX,124884338,124884866,+,-6482337,1705732,1.0,1.0
Astx1b,chrX,124911236,124914122,+,-6509235,1676476,1.0,1.0
Rps12-ps15,chrX,124973549,124973948,-,-6571548,1616650,1.0,1.0
Gm17361,chrX,125004156,125004684,+,-6602155,1585914,0.117469675,1.0
Gm50485,chrX,125315731,125316230,+,-6913730,1274368,1.0,1.0
Gm21616,chrX,125435541,125436040,+,-7033540,1154558,0.117469675,1.0
Rps12-ps17,chrX,125547772,125548171,-,-7145771,1042427,1.0,1.0
Gm50486,chrX,125578769,125579268,+,-7176768,1011330,1.0,1.0
Astx4c,chrX,125605681,125608567,+,-7203680,982031,-0.17106663,1.0
Rps12-ps13,chrX,125674832,125675231,-,-7272831,915367,1.0,1.0
Gm17693,chrX,125705443,125705942,+,-7303442,884656,0.117469675,1.0
Astx1c,chrX,125735042,125737928,+,-7333041,852670,1.0,1.0
Rps12-ps14,chrX,125857682,125858081,-,-7455681,732517,1.0,1.0
Gm17522,chrX,125888196,125888724,+,-7486195,701874,0.117469675,1.0
Gm17522,chrX,125888202,125888701,+,-7486201,701897,0.117469675,1.0
Astx4d,chrX,125917809,125920696,+,-7515808,669902,-0.17106663,1.0
Rps12-ps16,chrX,125986965,125987364,-,-7584964,603234,1.0,1.0
Gm17267,chrX,126017556,126018055,+,-7615555,572543,0.117469675,1.0
Astx3,chrX,126042544,126045431,+,-7640543,545167,0.117469675,1.0
Gm14957,chrX,126129807,126171027,-,-7727806,419571,0.117469675,1.0
Gm14971,chrX,126299994,126300657,+,-7897993,289941,1.0,1.0
Gm7746,chrX,126612013,126612516,-,8192108,-21238,1.0,1.0
